1,0,0,1,0,0,1.5,46.7,0,-1176.222589
0,1,0,1,0,0,1.5,46.7,0,-8015.254941
0,0,1,1,0,0,1.5,46.7,0,-1670.055704
1,0,0,1,0,0,1.88,36.7,1,-1176.222129
0,1,0,1,0,0,1.88,36.7,1,-8015.254366
0,0,1,1,0,0,1.88,36.7,1,-1670.055127
1,0,0,1,0,0,1.9,32.2,2,-1176.221832
0,1,0,1,0,0,1.9,32.2,2,-8015.253991
0,0,1,1,0,0,1.9,32.2,2,-1670.054757
1,0,0,1,0,0,1.99,40.2,3,-1176.222314
0,1,0,1,0,0,1.99,40.2,3,-8015.254599
0,0,1,1,0,0,1.99,40.2,3,-1670.055363
1,0,0,1,0,0,1.97,20.7,4,-1176.220515
0,1,0,1,0,0,1.97,20.7,4,-8015.252336
0,0,1,1,0,0,1.97,20.7,4,-1670.053116
1,0,0,1,0,0,1.97,10.9,5,-1176.217442
0,1,0,1,0,0,1.97,10.9,5,-8015.248425
0,0,1,1,0,0,1.97,10.9,5,-1670.049248
1,0,0,1,0,0,3.03,37.5,6,-1176.220515
0,1,0,1,0,0,3.03,37.5,6,-8015.252336
0,0,1,1,0,0,3.03,37.5,6,-1670.053116
1,0,0,1,0,0,1.792,15.9,7,-1176.219453
0,1,0,1,0,0,1.792,15.9,7,-8015.250984
0,0,1,1,0,0,1.792,15.9,7,-1670.051778
1,0,0,1,0,0,1.8266,44.0,8,-1176.222484
0,1,0,1,0,0,1.8266,44.0,8,-8015.254811
0,0,1,1,0,0,1.8266,44.0,8,-1670.055573
1,0,0,1,0,0,1.9314,55.0,9,-1176.222845
0,1,0,1,0,0,1.9314,55.0,9,-8015.255268
0,0,1,1,0,0,1.9314,55.0,9,-1670.056025
1,0,0,1,0,0,1.6063,42.8,10,-1176.222434
0,1,0,1,0,0,1.6063,42.8,10,-8015.254746
0,0,1,1,0,0,1.6063,42.8,10,-1670.055511
1,0,0,1,0,0,1.5864,44.82,11,-1176.222517
0,1,0,1,0,0,1.5864,44.82,11,-8015.254851
0,0,1,1,0,0,1.5864,44.82,11,-1670.055614
1,0,0,1,0,0,1.8192,47.39,12,-1176.222614
0,1,0,1,0,0,1.8192,47.39,12,-8015.254972
0,0,1,1,0,0,1.8192,47.39,12,-1670.055735
1,0,0,1,0,0,1.6347,37.9,13,-1176.222197
0,1,0,1,0,0,1.6347,37.9,13,-8015.254452
0,0,1,1,0,0,1.6347,37.9,13,-1670.055214
1,0,0,1,0,0,1.8511,39.6,14,-1176.222284
0,1,0,1,0,0,1.8511,39.6,14,-8015.25456
0,0,1,1,0,0,1.8511,39.6,14,-1670.055326
1,0,0,1,0,0,1.6652,42.86,15,-1176.222437
0,1,0,1,0,0,1.6652,42.86,15,-8015.254749
0,0,1,1,0,0,1.6652,42.86,15,-1670.055514
1,0,0,0,1,0,1.5,46.7,0,-1100.196242
0,1,0,0,1,0,1.5,46.7,0,-7939.226602
0,0,1,0,1,0,1.5,46.7,0,-1594.022222
1,0,0,0,1,0,1.88,36.7,1,-1100.195937
0,1,0,0,1,0,1.88,36.7,1,-7939.226183
0,0,1,0,1,0,1.88,36.7,1,-1594.017098
1,0,0,0,1,0,1.9,32.2,2,-1100.195741
0,1,0,0,1,0,1.9,32.2,2,-7939.225905
0,0,1,0,1,0,1.9,32.2,2,-1594.024709
1,0,0,0,1,0,1.99,40.2,3,-1100.19606
0,1,0,0,1,0,1.99,40.2,3,-7939.226352
0,0,1,0,1,0,1.99,40.2,3,-1594.017302
1,0,0,0,1,0,1.97,20.7,4,-1100.194878
0,1,0,0,1,0,1.97,20.7,4,-7939.224713
0,0,1,0,1,0,1.97,20.7,4,-1594.027222
1,0,0,0,1,0,1.97,10.9,5,-1100.192876
0,1,0,0,1,0,1.97,10.9,5,-7939.22193
0,0,1,0,1,0,1.97,10.9,5,-1594.024154
1,0,0,0,1,0,3.03,37.5,6,-1100.194878
0,1,0,0,1,0,3.03,37.5,6,-7939.224713
0,0,1,0,1,0,3.03,37.5,6,-1594.027222
1,0,0,0,1,0,1.792,15.9,7,-1100.194179
0,1,0,0,1,0,1.792,15.9,7,-7939.223737
0,0,1,0,1,0,1.792,15.9,7,-1594.022149
1,0,0,0,1,0,1.8266,44.0,8,-1100.196173
0,1,0,0,1,0,1.8266,44.0,8,-7939.226508
0,0,1,0,1,0,1.8266,44.0,8,-1594.01749
1,0,0,0,1,0,1.9314,55.0,9,-1100.196413
0,1,0,0,1,0,1.9314,55.0,9,-7939.22684
0,0,1,0,1,0,1.9314,55.0,9,-1594.024148
1,0,0,0,1,0,1.6063,42.8,10,-1100.19614
0,1,0,0,1,0,1.6063,42.8,10,-7939.226461
0,0,1,0,1,0,1.6063,42.8,10,-1594.017434
1,0,0,0,1,0,1.5864,44.82,11,-1100.196195
0,1,0,0,1,0,1.5864,44.82,11,-7939.226538
0,0,1,0,1,0,1.5864,44.82,11,-1594.017527
1,0,0,0,1,0,1.8192,47.39,12,-1100.196259
0,1,0,0,1,0,1.8192,47.39,12,-7939.226625
0,0,1,0,1,0,1.8192,47.39,12,-1594.017769
1,0,0,0,1,0,1.6347,37.9,13,-1100.195982
0,1,0,0,1,0,1.6347,37.9,13,-7939.226244
0,0,1,0,1,0,1.6347,37.9,13,-1594.017173
1,0,0,0,1,0,1.8511,39.6,14,-1100.196041
0,1,0,0,1,0,1.8511,39.6,14,-7939.226325
0,0,1,0,1,0,1.8511,39.6,14,-1594.01727
1,0,0,0,1,0,1.6652,42.86,15,-1100.196141
0,1,0,0,1,0,1.6652,42.86,15,-7939.226463
0,0,1,0,1,0,1.6652,42.86,15,-1594.017437
